playlist,categorie,difficulte,titre,artiste
Halloween — Nuit Frissons,originals,MEDIUM,Down with the Sickness,Disturbed
Halloween — Nuit Frissons,originals,MEDIUM,Bodies,Drowning Pool
Halloween — Nuit Frissons,originals,MEDIUM,Chop Suey!,System of a Down
Halloween — Nuit Frissons,originals,MEDIUM,Toxicity,System of a Down
Halloween — Nuit Frissons,originals,MEDIUM,Bleed It Out,Linkin Park
Halloween — Nuit Frissons,originals,MEDIUM,Crawling,Linkin Park
Halloween — Nuit Frissons,originals,MEDIUM,Freak on a Leash,Korn
Halloween — Nuit Frissons,originals,MEDIUM,Falling Away from Me,Korn
Halloween — Nuit Frissons,originals,MEDIUM,Bulls on Parade,Rage Against the Machine
Halloween — Nuit Frissons,originals,MEDIUM,Killing in the Name,Rage Against the Machine
Halloween — Nuit Frissons,originals,MEDIUM,Last Resort,Papa Roach
Halloween — Nuit Frissons,originals,MEDIUM,The Devil in I,Slipknot
Halloween — Nuit Frissons,originals,MEDIUM,Duality,Slipknot
Halloween — Nuit Frissons,originals,MEDIUM,Bat Country,Avenged Sevenfold
Halloween — Nuit Frissons,originals,MEDIUM,"You're Gonna Go Far, Kid",The Offspring
Halloween — Nuit Frissons,originals,MEDIUM,Radioactive,Imagine Dragons
Halloween — Nuit Frissons,originals,MEDIUM,Demons,Imagine Dragons
Halloween — Nuit Frissons,originals,MEDIUM,Evil Angel,Breaking Benjamin
Halloween — Nuit Frissons,originals,MEDIUM,Helena,My Chemical Romance
Halloween — Nuit Frissons,originals,MEDIUM,Animal I Have Become,Three Days Grace
Halloween — Nuit Frissons,originals,MEDIUM,I Hate Everything About You,Three Days Grace
Halloween — Nuit Frissons,originals,MEDIUM,Red Right Hand,Nick Cave & The Bad Seeds
Halloween — Nuit Frissons,originals,MEDIUM,Feed My Frankenstein,Alice Cooper
Halloween — Nuit Frissons,originals,MEDIUM,Miss Murder,AFI
Halloween — Nuit Frissons,originals,MEDIUM,Voodoo,Godsmack
Halloween — Nuit Frissons,originals,MEDIUM,Awake,Godsmack
Halloween — Nuit Frissons,originals,MEDIUM,Walk,Pantera
Halloween — Nuit Frissons,originals,MEDIUM,Evil,Interpol
Hip-Hop FR — Années 2020,originals,MEDIUM,Hasta Luego,Tiakola
Hip-Hop FR — Années 2020,originals,MEDIUM,Million Dollar Baby,Werenoi
Hip-Hop FR — Années 2020,originals,MEDIUM,Bolide allemand,Werenoi
Hip-Hop FR — Années 2020,originals,MEDIUM,Dolce Vita,Booba
Hip-Hop FR — Années 2020,originals,MEDIUM,Life Life,Damso
Hip-Hop FR — Années 2020,originals,MEDIUM,Mamacita,Ninho
Hip-Hop FR — Années 2020,originals,MEDIUM,Cœur noir,Niska
Hip-Hop FR — Années 2020,originals,MEDIUM,Bande organisée,13 Organisé
Hip-Hop FR — Années 2020,originals,MEDIUM,Suavemente,Soolking
Hip-Hop FR — Années 2020,originals,MEDIUM,Eurotruck,Vald
Hip-Hop FR — Années 2020,originals,MEDIUM,HS,Hamza
Hip-Hop FR — Années 2020,originals,MEDIUM,Pas le choix,PLK
Hip-Hop FR — Années 2020,originals,MEDIUM,Drill FR 4,Gazo
Hip-Hop FR — Années 2020,originals,MEDIUM,Doudou,Aya Nakamura
Hip-Hop FR — Années 2020,originals,MEDIUM,Familia,Naps
Hip-Hop FR — Années 2020,originals,MEDIUM,Au DD,PNL
Italie classique,originals,MEDIUM,Con te partirò,Andrea Bocelli
Italie classique,originals,MEDIUM,Caruso,Lucio Dalla
Italie classique,originals,MEDIUM,La solitudine,Laura Pausini
Italie classique,originals,MEDIUM,Strani amori,Laura Pausini
Italie classique,originals,MEDIUM,Cose della vita,Eros Ramazzotti
Italie classique,originals,MEDIUM,Più bella cosa,Eros Ramazzotti
Italie classique,originals,MEDIUM,L'italiano,Toto Cutugno
Italie classique,originals,MEDIUM,Gloria,Umberto Tozzi
Italie classique,originals,MEDIUM,Volare (Nel blu dipinto di blu),Domenico Modugno
Italie classique,originals,MEDIUM,Felicità,Al Bano & Romina Power
Italie classique,originals,MEDIUM,Sarà perché ti amo,Ricchi e Poveri
Italie classique,originals,MEDIUM,Mamma Maria,Ricchi e Poveri
Italie classique,originals,MEDIUM,La donna cannone,Francesco De Gregori
Italie classique,originals,MEDIUM,Azzurro,Adriano Celentano
Italie classique,originals,MEDIUM,L'estate sta finendo,Righeira
Italie classique,originals,MEDIUM,Nessun dorma,Luciano Pavarotti
Jeux Vidéo,originals,MEDIUM,Super Mario Bros. Theme,Koji Kondo
Jeux Vidéo,originals,MEDIUM,The Legend of Zelda Main Theme,Koji Kondo
Jeux Vidéo,originals,MEDIUM,Tetris (Theme A / Korobeiniki),Hirokazu Tanaka
Jeux Vidéo,originals,MEDIUM,One-Winged Angel,Nobuo Uematsu
Jeux Vidéo,originals,MEDIUM,Halo Theme,Martin O'Donnell & Michael Salvatori
Jeux Vidéo,originals,MEDIUM,Pokémon Theme (Gotta Catch 'Em All),Jason Paige
Jeux Vidéo,originals,MEDIUM,Green Hill Zone,Masato Nakamura
Jeux Vidéo,originals,MEDIUM,Ryu's Theme (Street Fighter II),Yoko Shimomura
Jeux Vidéo,originals,MEDIUM,Mortal Kombat Theme,The Immortals
Jeux Vidéo,originals,MEDIUM,Dragonborn (Skyrim),Jeremy Soule
Jeux Vidéo,originals,MEDIUM,The Last of Us Main Theme,Gustavo Santaolalla
Jeux Vidéo,originals,MEDIUM,Sweden (Minecraft),C418
Jeux Vidéo,originals,MEDIUM,Vampire Killer (Castlevania),Kinuyo Yamashita
Jeux Vidéo,originals,MEDIUM,Megalovania (Undertale),Toby Fox
Jeux Vidéo,originals,MEDIUM,Welcome to Los Santos (GTA V),Tangerine Dream
Karaoké — Soirée Classiques,originals,MEDIUM,Islands in the Stream,Kenny Rogers & Dolly Parton
Karaoké — Soirée Classiques,originals,MEDIUM,(I've Had) The Time of My Life,Bill Medley & Jennifer Warnes
Karaoké — Soirée Classiques,originals,MEDIUM,I Want It That Way,Backstreet Boys
Karaoké — Soirée Classiques,originals,MEDIUM,Bye Bye Bye,*NSYNC
Karaoké — Soirée Classiques,originals,MEDIUM,MMMBop,Hanson
Karaoké — Soirée Classiques,originals,MEDIUM,Forever Young,Alphaville
Karaoké — Soirée Classiques,originals,MEDIUM,It Wasn't Me,Shaggy
Karaoké — Soirée Classiques,originals,MEDIUM,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa, Pink"
Karaoké — Soirée Classiques,originals,MEDIUM,Spice Up Your Life,Spice Girls
Karaoké — Soirée Classiques,originals,MEDIUM,Survivor,Destiny's Child
Karaoké — Soirée Classiques,originals,MEDIUM,Oops!... I Did It Again,Britney Spears
Karaoké — Soirée Classiques,originals,MEDIUM,I Kissed a Girl,Katy Perry
Karaoké — Soirée Classiques,originals,MEDIUM,We Are Young,fun.
Karaoké — Soirée Classiques,originals,MEDIUM,Some Nights,fun.
Karaoké — Soirée Classiques,originals,MEDIUM,I'll Be There for You,The Rembrandts
Karaoké — Soirée Classiques,originals,MEDIUM,Don't Stop Believin',Journey
Karaoké — Soirée Classiques,originals,MEDIUM,Livin' on a Prayer,Bon Jovi
Karaoké — Soirée Classiques,originals,MEDIUM,Sweet Child o' Mine,Guns N' Roses
Karaoké — Soirée Classiques,originals,MEDIUM,I Wanna Dance with Somebody,Whitney Houston
Karaoké — Soirée Classiques,originals,MEDIUM,Take On Me,a-ha
Karaoké — Soirée Classiques,originals,MEDIUM,Girls Just Want to Have Fun,Cyndi Lauper
Karaoké — Soirée Classiques,originals,MEDIUM,Total Eclipse of the Heart,Bonnie Tyler
Karaoké — Soirée Classiques,originals,MEDIUM,We Are the Champions,Queen
Karaoké — Soirée Classiques,originals,MEDIUM,Mr. Brightside,The Killers
Karaoké — Soirée Classiques,originals,MEDIUM,Since U Been Gone,Kelly Clarkson
Karaoké — Soirée Classiques,originals,MEDIUM,Wannabe,Spice Girls
Karaoké — Soirée Classiques,originals,MEDIUM,Baby One More Time,Britney Spears
Karaoké — Soirée Classiques,originals,MEDIUM,It's Gonna Be Me,*NSYNC
Karaoké — Soirée Classiques,originals,MEDIUM,No Scrubs,TLC
Karaoké — Soirée Classiques,originals,MEDIUM,Say My Name,Destiny's Child
Karaoké — Soirée Classiques,originals,MEDIUM,Umbrella,Rihanna
Karaoké — Soirée Classiques,originals,MEDIUM,Wake Me Up Before You Go-Go,Wham!
Karaoké — Soirée Classiques,originals,MEDIUM,Walking on Sunshine,Katrina & The Waves
Karaoké — Soirée Classiques,originals,MEDIUM,Don't Stop Me Now,Queen
Karaoké — Soirée Classiques,originals,MEDIUM,Hey Ya!,OutKast
Karaoké — Soirée Classiques,originals,MEDIUM,I Gotta Feeling,The Black Eyed Peas
Karaoké — Soirée Classiques,originals,MEDIUM,Party in the U.S.A.,Miley Cyrus
Karaoké — Soirée Classiques,originals,MEDIUM,Firework,Katy Perry
Karaoké — Soirée Classiques,originals,MEDIUM,Crazy in Love,Beyoncé ft. Jay-Z
Karaoké — Soirée Classiques,originals,MEDIUM,Single Ladies (Put a Ring on It),Beyoncé
Karaoké — Soirée Classiques,originals,MEDIUM,We Found Love,Rihanna
Karaoké — Soirée Classiques,originals,MEDIUM,Rolling in the Deep,Adele
Karaoké — Soirée Classiques,originals,MEDIUM,Someone Like You,Adele
Karaoké — Soirée Classiques,originals,MEDIUM,Poker Face,Lady Gaga
Karaoké — Soirée Classiques,originals,MEDIUM,Bad Romance,Lady Gaga
Karaoké — Soirée Classiques,originals,MEDIUM,Call Me Maybe,Carly Rae Jepsen
Karaoké — Soirée Classiques,originals,MEDIUM,Shake It Off,Taylor Swift
Karaoké — Soirée Classiques,originals,MEDIUM,Love Story,Taylor Swift
Karaoké — Soirée Classiques,originals,MEDIUM,Uptown Funk,Mark Ronson ft. Bruno Mars
Karaoké — Soirée Classiques,originals,MEDIUM,Happy,Pharrell Williams
Karaoké — Soirée Classiques,originals,MEDIUM,Shut Up and Dance,Walk the Moon
Karaoké — Soirée Classiques,originals,MEDIUM,Can't Stop the Feeling!,Justin Timberlake
Karaoké — Soirée Classiques,originals,MEDIUM,SexyBack,Justin Timberlake
Karaoké — Soirée Classiques,originals,MEDIUM,Yeah!,Usher ft. Lil Jon & Ludacris
Karaoké — Soirée Classiques,originals,MEDIUM,Crazy,Gnarls Barkley
Karaoké — Soirée Classiques,originals,MEDIUM,Love Shack,The B-52's
Karaoké — Soirée Classiques,originals,MEDIUM,I'm So Excited,The Pointer Sisters
Karaoké — Soirée Classiques,originals,MEDIUM,Dancing Queen,ABBA
Karaoké — Soirée Classiques,originals,MEDIUM,Mamma Mia,ABBA
Karaoké — Soirée Classiques,originals,MEDIUM,Eye of the Tiger,Survivor
Karaoké — Soirée Classiques,originals,MEDIUM,Africa,Toto
Karaoké — Soirée Classiques,originals,MEDIUM,Sweet Caroline,Neil Diamond
Karaoké — Soirée Classiques,originals,MEDIUM,September,"Earth, Wind & Fire"
Karaoké — Soirée Classiques,originals,MEDIUM,Billie Jean,Michael Jackson
Karaoké — Soirée Classiques,originals,MEDIUM,Like a Prayer,Madonna
Karaoké — Soirée Classiques,originals,MEDIUM,Vogue,Madonna
Karaoké — Soirée Classiques,originals,MEDIUM,Every Breath You Take,The Police
Karaoké — Soirée Classiques,originals,MEDIUM,Summer of '69,Bryan Adams
Karaoké — Soirée Classiques,originals,MEDIUM,Jessie's Girl,Rick Springfield
Karaoké — Soirée Classiques,originals,MEDIUM,Call Me,Blondie
Karaoké — Soirée Classiques,originals,MEDIUM,What Is Love,Haddaway
Karaoké — Soirée Classiques,originals,MEDIUM,Everybody Dance Now,C+C Music Factory
Karaoké — Soirée Classiques,originals,MEDIUM,U Can't Touch This,MC Hammer
Karaoké — Soirée Classiques,originals,MEDIUM,Ice Ice Baby,Vanilla Ice
Karaoké — Soirée Classiques,originals,MEDIUM,Smells Like Teen Spirit,Nirvana
Karaoké — Soirée Classiques,originals,MEDIUM,Wonderwall,Oasis
Karaoké — Soirée Classiques,originals,MEDIUM,You're the One That I Want,John Travolta & Olivia Newton-John
Karaoké — Soirée Classiques,originals,MEDIUM,Footloose,Kenny Loggins
Karaoké — Soirée Classiques,originals,MEDIUM,All Star,Smash Mouth
Karaoké — Soirée Classiques,originals,MEDIUM,What's Up?,4 Non Blondes
Latino,originals,MEDIUM,Bailando,Enrique Iglesias
Latino,originals,MEDIUM,Bidi Bidi Bom Bom,Selena
Latino,originals,MEDIUM,She Bangs,Ricky Martin
Latino,originals,MEDIUM,María,Ricky Martin
Latino,originals,MEDIUM,"Whenever, Wherever",Shakira
Latino,originals,MEDIUM,Waka Waka (This Time for Africa),Shakira
Latino,originals,MEDIUM,Suavemente,Elvis Crespo
Latino,originals,MEDIUM,Conga,Miami Sound Machine
Latino,originals,MEDIUM,Bamboleo,Gipsy Kings
Latino,originals,MEDIUM,Vivir mi vida,Marc Anthony
Latino,originals,MEDIUM,Smooth,Santana feat. Rob Thomas
Latino,originals,MEDIUM,Ginza,J Balvin
Latino,originals,MEDIUM,Bailamos,Enrique Iglesias
Latino,originals,MEDIUM,Reggaetón Lento (Bailemos),CNCO
Latino,originals,MEDIUM,Lambada,Kaoma
Latino,originals,MEDIUM,Danza Kuduro,Don Omar ft. Lucenzo
Latino,originals,MEDIUM,La Camisa Negra,Juanes
Latino,originals,MEDIUM,Oye Como Va,Santana
Latino,originals,MEDIUM,Despacito,Luis Fonsi ft. Daddy Yankee
Latino,originals,MEDIUM,Mi Gente,J Balvin
Latino,originals,MEDIUM,Gasolina,Daddy Yankee
Latino,originals,MEDIUM,La Bamba,Los Lobos
Latino,originals,MEDIUM,Ai Se Eu Te Pego,Michel Teló
Latino,originals,MEDIUM,Limbo,Daddy Yankee
Latino,originals,MEDIUM,Tusa,Karol G
Latino,originals,MEDIUM,Propuesta Indecente,Romeo Santos
Latino,originals,MEDIUM,Felices los 4,Maluma
Latino,originals,MEDIUM,Darte un Beso,Prince Royce
Latino,originals,MEDIUM,No Me Conoce,Jhay Cortez
Latino,originals,MEDIUM,Mayores,Becky G
Latino,originals,MEDIUM,Sin Pijama,Becky G
Latino,originals,MEDIUM,Sofia,Álvaro Soler
Latino,originals,MEDIUM,Taki Taki,"DJ Snake ft. Selena Gomez, Ozuna & Cardi B"
Latino,originals,MEDIUM,I Like It,Cardi B
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Celebration,Kool & The Gang
Nouvel An — Party & Compte à rebours,originals,MEDIUM,1999,Prince
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Reach,S Club 7
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Here Comes the Hotstepper,Ini Kamoze
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Be Faithful,Fatman Scoop
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Sandstorm,Darude
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Let's Have a Kiki,Scissor Sisters
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Hot Right Now,DJ Fresh
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Better Off Alone,Alice Deejay
Nouvel An — Party & Compte à rebours,originals,MEDIUM,The Time (Dirty Bit),The Black Eyed Peas
Nouvel An — Party & Compte à rebours,originals,MEDIUM,"Don't Worry, Be Happy",Bobby McFerrin
Nouvel An — Party & Compte à rebours,originals,MEDIUM,I Like to Move It,Reel 2 Real
Nouvel An — Party & Compte à rebours,originals,MEDIUM,We Like to Party!,Vengaboys
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Mr. Vain,Culture Beat
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Pump Up the Jam,Technotronic
Nouvel An — Party & Compte à rebours,originals,MEDIUM,September,"Earth, Wind & Fire"
Nouvel An — Party & Compte à rebours,originals,MEDIUM,I Gotta Feeling,The Black Eyed Peas
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Get Lucky,Daft Punk ft. Pharrell Williams
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Uptown Funk,Mark Ronson ft. Bruno Mars
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Can't Stop the Feeling!,Justin Timberlake
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Happy,Pharrell Williams
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Dancing Queen,ABBA
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Don't Stop Me Now,Queen
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Sexy and I Know It,LMFAO
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Levels,Avicii
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Wake Me Up,Avicii
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Titanium,David Guetta ft. Sia
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Turn Down for What,DJ Snake & Lil Jon
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Animals,Martin Garrix
Nouvel An — Party & Compte à rebours,originals,MEDIUM,This Is What You Came For,Calvin Harris ft. Rihanna
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Summer,Calvin Harris
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Lean On,Major Lazer & DJ Snake ft. MØ
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Fireball,Pitbull ft. John Ryan
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Timber,Pitbull ft. Ke$ha
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Dynamite,Taio Cruz
Nouvel An — Party & Compte à rebours,originals,MEDIUM,What Is Love,Haddaway
Nouvel An — Party & Compte à rebours,originals,MEDIUM,What Is Love,Twice
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Everybody Dance Now,C+C Music Factory
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Blue (Da Ba Dee),Eiffel 65
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Cotton Eye Joe,Rednex
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Barbie Girl,Aqua
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Around the World,ATC
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Show Me Love,Robin S.
Nouvel An — Party & Compte à rebours,originals,MEDIUM,"Boom, Boom, Boom, Boom!!",Vengaboys
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Mambo No. 5,Lou Bega
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Dragostea Din Tei,O-Zone
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Hey Ya!,OutKast
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Yeah!,Usher ft. Lil Jon & Ludacris
Nouvel An — Party & Compte à rebours,originals,MEDIUM,In da Club,50 Cent
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Crazy in Love,Beyoncé ft. Jay-Z
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Single Ladies (Put a Ring on It),Beyoncé
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Jump,Kris Kross
Nouvel An — Party & Compte à rebours,originals,MEDIUM,U Can't Touch This,MC Hammer
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Gettin' Jiggy wit It,Will Smith
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Miami,Will Smith
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Bailando,Enrique Iglesias
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Despacito,Luis Fonsi ft. Daddy Yankee
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Gasolina,Daddy Yankee
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Livin' la Vida Loca,Ricky Martin
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Waka Waka (This Time for Africa),Shakira
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Hips Don't Lie,Shakira ft. Wyclef Jean
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Lambada,Kaoma
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Ai Se Eu Te Pego,Michel Teló
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Freed from Desire,Gala
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Don't You Worry Child,Swedish House Mafia
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Stereo Love,Edward Maya
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Firestarter,The Prodigy
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),Scatman John
Nouvel An — Party & Compte à rebours,originals,MEDIUM,One More Time,Daft Punk
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Sexy Chick,David Guetta ft. Akon
Nouvel An — Party & Compte à rebours,originals,MEDIUM,When Love Takes Over,David Guetta ft. Kelly Rowland
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Feel This Moment,Pitbull ft. Christina Aguilera
Nouvel An — Party & Compte à rebours,originals,MEDIUM,On the Floor,Jennifer Lopez ft. Pitbull
Nouvel An — Party & Compte à rebours,originals,MEDIUM,I Don't Feel Like Dancin',Scissor Sisters
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Tik Tok,Kesha
Nouvel An — Party & Compte à rebours,originals,MEDIUM,We Found Love,Rihanna
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Where Them Girls At,David Guetta ft. Flo Rida
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Call on Me,Eric Prydz
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Somebody That I Used to Know,Gotye
Nouvel An — Party & Compte à rebours,originals,MEDIUM,Blame,Calvin Harris ft. John Newman
One-Hit Wonders,originals,MEDIUM,Mickey,Toni Basil
One-Hit Wonders,originals,MEDIUM,Who Let the Dogs Out,Baha Men
One-Hit Wonders,originals,MEDIUM,Funkytown,Lipps Inc.
One-Hit Wonders,originals,MEDIUM,Walk Like an Egyptian,The Bangles
One-Hit Wonders,originals,MEDIUM,867-5309/Jenny,Tommy Tutone
One-Hit Wonders,originals,MEDIUM,Whip It,Devo
One-Hit Wonders,originals,MEDIUM,Closing Time,Semisonic
One-Hit Wonders,originals,MEDIUM,Steal My Sunshine,Len
One-Hit Wonders,originals,MEDIUM,Escape (The Piña Colada Song),Rupert Holmes
One-Hit Wonders,originals,MEDIUM,Cars,Gary Numan
One-Hit Wonders,originals,MEDIUM,Brand New Key,Melanie
One-Hit Wonders,originals,MEDIUM,Da Da Da,Trio
One-Hit Wonders,originals,MEDIUM,Pop Muzik,M
One-Hit Wonders,originals,MEDIUM,One of Us,Joan Osborne
One-Hit Wonders,originals,MEDIUM,I Touch Myself,Divinyls
One-Hit Wonders,originals,MEDIUM,Come On Eileen,Dexys Midnight Runners
One-Hit Wonders,originals,MEDIUM,Take On Me,a-ha
One-Hit Wonders,originals,MEDIUM,99 Luftballons,Nena
One-Hit Wonders,originals,MEDIUM,Video Killed the Radio Star,The Buggles
One-Hit Wonders,originals,MEDIUM,Tainted Love,Soft Cell
One-Hit Wonders,originals,MEDIUM,Spirit in the Sky,Norman Greenbaum
One-Hit Wonders,originals,MEDIUM,Mambo No. 5 (A Little Bit of...),Lou Bega
One-Hit Wonders,originals,MEDIUM,Torn,Natalie Imbruglia
One-Hit Wonders,originals,MEDIUM,What Is Love,Haddaway
One-Hit Wonders,originals,MEDIUM,Ice Ice Baby,Vanilla Ice
One-Hit Wonders,originals,MEDIUM,Tubthumping,Chumbawamba
One-Hit Wonders,originals,MEDIUM,Blue (Da Ba Dee),Eiffel 65
One-Hit Wonders,originals,MEDIUM,Barbie Girl,Aqua
One-Hit Wonders,originals,MEDIUM,Your Woman,White Town
One-Hit Wonders,originals,MEDIUM,How Bizarre,OMC
One-Hit Wonders,originals,MEDIUM,MMMBop,Hanson
One-Hit Wonders,originals,MEDIUM,Breakfast at Tiffany's,Deep Blue Something
One-Hit Wonders,originals,MEDIUM,Return of the Mack,Mark Morrison
One-Hit Wonders,originals,MEDIUM,Brimful of Asha,Cornershop
One-Hit Wonders,originals,MEDIUM,Flagpole Sitta,Harvey Danger
One-Hit Wonders,originals,MEDIUM,The Impression That I Get,The Mighty Mighty Bosstones
One-Hit Wonders,originals,MEDIUM,Groove Is in the Heart,Deee-Lite
One-Hit Wonders,originals,MEDIUM,What's Up?,4 Non Blondes
One-Hit Wonders,originals,MEDIUM,Life Is a Highway,Tom Cochrane
One-Hit Wonders,originals,MEDIUM,I'm Gonna Be (500 Miles),The Proclaimers
One-Hit Wonders,originals,MEDIUM,Teenage Dirtbag,Wheatus
One-Hit Wonders,originals,MEDIUM,Stacy's Mom,Fountains of Wayne
One-Hit Wonders,originals,MEDIUM,A Thousand Miles,Vanessa Carlton
One-Hit Wonders,originals,MEDIUM,Unwell,Matchbox Twenty
One-Hit Wonders,originals,MEDIUM,Mr. Jones,Counting Crows
One-Hit Wonders,originals,MEDIUM,Linger,The Cranberries
One-Hit Wonders,originals,MEDIUM,Dreams,The Cranberries
One-Hit Wonders,originals,MEDIUM,Spaceman,Babylon Zoo
One-Hit Wonders,originals,MEDIUM,Bitch,Meredith Brooks
One-Hit Wonders,originals,MEDIUM,Kiss Me,Sixpence None the Richer
One-Hit Wonders,originals,MEDIUM,You Get What You Give,New Radicals
One-Hit Wonders,originals,MEDIUM,Butterfly,Crazy Town
One-Hit Wonders,originals,MEDIUM,Peaches,The Presidents of the United States of America
One-Hit Wonders,originals,MEDIUM,Virtual Insanity,Jamiroquai
One-Hit Wonders,originals,MEDIUM,Cotton Eye Joe,Rednex
One-Hit Wonders,originals,MEDIUM,Wannabe,Spice Girls
One-Hit Wonders,originals,MEDIUM,In the Summertime,Mungo Jerry
One-Hit Wonders,originals,MEDIUM,Turning Japanese,The Vapors
One-Hit Wonders,originals,MEDIUM,Play That Funky Music,Wild Cherry
One-Hit Wonders,originals,MEDIUM,Float On,Modest Mouse
One-Hit Wonders,originals,MEDIUM,1979,The Smashing Pumpkins
One-Hit Wonders,originals,MEDIUM,I Ran (So Far Away),A Flock of Seagulls
One-Hit Wonders,originals,MEDIUM,Relax,Frankie Goes to Hollywood
One-Hit Wonders,originals,MEDIUM,Crimson and Clover,Tommy James and the Shondells
One-Hit Wonders,originals,MEDIUM,Run-Around,Blues Traveler
One-Hit Wonders,originals,MEDIUM,Save Tonight,Eagle-Eye Cherry
One-Hit Wonders,originals,MEDIUM,The Way,Fastball
One-Hit Wonders,originals,MEDIUM,Two Princes,Spin Doctors
One-Hit Wonders,originals,MEDIUM,Fly,Sugar Ray
One-Hit Wonders,originals,MEDIUM,Inside Out,Eve 6
One-Hit Wonders,originals,MEDIUM,One Week,Barenaked Ladies
One-Hit Wonders,originals,MEDIUM,All Star,Smash Mouth
One-Hit Wonders,originals,MEDIUM,Walkin' on the Sun,Smash Mouth
One-Hit Wonders,originals,MEDIUM,The Bad Touch,Bloodhound Gang
One-Hit Wonders,originals,MEDIUM,Laid,James
One-Hit Wonders,originals,MEDIUM,My Sharona,The Knack
One-Hit Wonders,originals,MEDIUM,She Drives Me Crazy,Fine Young Cannibals
One-Hit Wonders,originals,MEDIUM,I Believe in a Thing Called Love,The Darkness
One-Hit Wonders,originals,MEDIUM,Drops of Jupiter,Train
One-Hit Wonders,originals,MEDIUM,Dragostea Din Tei,O-Zone
Pubs cultes,originals,MEDIUM,Tubthumping,Chumbawamba
Pubs cultes,originals,MEDIUM,Walk This Way,Run-DMC & Aerosmith
Pubs cultes,originals,MEDIUM,Mambo No. 5,Lou Bega
Pubs cultes,originals,MEDIUM,Holding Out for a Hero,Bonnie Tyler
Pubs cultes,originals,MEDIUM,"Don't Worry, Be Happy",Bobby McFerrin
Pubs cultes,originals,MEDIUM,Hooked on a Feeling,Blue Swede
Pubs cultes,originals,MEDIUM,Lust for Life,Iggy Pop
Pubs cultes,originals,MEDIUM,Heart of Glass,Blondie
