youtube_id	yt_title	yt_channel	catalog_artist	catalog_title	verdict	playable	reason	n_tracks
_mWPPBW4DU8	Machine Head - Davidian	Machine Head	Machine Head	Davidian	ok	Y		1
p62JUR5d_Gs	This Love	PANTERA - Topic	Pantera	This Love	ok	Y		1
CgMl5nm1hpg	Pantera - 5 Minutes Alone	DeniedDeath	Pantera	5 Minutes Alone	ok	Y		1
aNJXS9X0yY0	Children Of Bodom - Are You Dead Yet?	cobofficial	Children of Bodom	Are You Dead Yet?	ok	Y		1
tdVjuS_FhI4	L'Enfant Sauvage	Gojira - Topic	Gojira	L'Enfant Sauvage	ok	Y		1
u7ozEjfhcN0	Future World	Helloween - Topic	Helloween	Future World	ok	Y		2
cCb8ZkjisW8	Parkway Drive - Vice Grip (Lyrics)	Lucie Gates	Parkway Drive	Vice Grip	ok	Y		1
eebzVpqm7-s	Mastodon - Colony of Birchmen	Allofthearmageddon	Mastodon	Colony of Birchmen	ok	Y		1
xX7V3ReOI8c	Refuse / Resist (2017 Remaster)	Sepultura - Topic	Sepultura	Refuse/Resist	ok	Y		1
93u7XVjNS7o	Still Counting	Volbeat - Topic	Volbeat	Still Counting	ok	Y		1
oswtp2151ec	Soulfly - Eye For An Eye	ExtremeNuMetal	Soulfly	Eye for an Eye	ok	Y		1
7PyvU9iSq50	Kreator - Pleasure to Kill	DeathIsYourSaviour	Kreator	Pleasure to Kill	ok	Y		1
1B1BdIdT3B0	Welcome Home	King Diamond - Topic	King Diamond	Welcome Home	ok	Y		2
-ZENtivAi6I	Dunkelheit	Burzum - Topic	Burzum	Dunkelheit	ok	Y		1
noH3x6hMOvM	Sepultura - Roots Bloody Roots [HQ]	Samuel Šipoš	Sepultura	Roots Bloody Roots	ok	Y		2
AE_JJMtwn_k	Architects - Doomsday	DS DreamMusicHQ	Architects	Doomsday	ok	Y		1
B3UlsPoPQ2E	Hammer Smashed Face	Cannibal Corpse - Topic	Cannibal Corpse	Hammer Smashed Face	ok	Y		1
iSBVeZrDfGY	Purple Rain (2015 Paisley Park Remaster)	Prince - Topic	Prince	Purple Rain	ok	Y		1
4DsDLWE06vk	Noname - Diddy Bop ft. Raury, Cam O'bi (Official Audio)	Noname	Noname	Diddy Bop	ok	Y		1
mSen-CsroM0	Three 6 Mafia-Sippin On Some Syrup	Junkyard Kids	Three 6 Mafia	Sippin' on Some Syrup	ok	Y		1
tJ1hzTFvPqk	NILE - Sarcophagus	Nile	Nile	Sarcophagus	ok	Y		1
bYTFe2n5NY8	Wolves In The Throne Room - Thuja Magus Imperium	Southern Lord Records	Wolves in the Throne Room	Thuja Magus Imperium	ok	Y		1
kON9fn01rUQ	Bruno Mars - When I Was Your Man	LatinHype	Bruno Mars	When I Was Your Man	ok	Y		1
MKOT6teSarY	Cassidy - Hotel (Official Video) ft. R.Kelly	CassidyVEVO	Cassidy	Hotel	ok	Y		1
c9McJJbqwJM	Fleshgod Apocalypse  - The Violation  - HD	EMmotolinux	Fleshgod Apocalypse	The Violation	ok	Y		1
SsKT0s5J8ko	Mac Miller - Self Care	Mac Miller	Mac Miller	Self Care	ok	Y		1
yFKRo12zAok	Pierced from Within	Suffocation - Topic	Suffocation	Pierced from Within	ok	Y		1
RpMpLe20E48	Kivenkantaja	Moonsorrow - Topic	Moonsorrow	Kivenkantaja	ok	Y		1
T1tl66trXTQ	Adele - Hello	Adele - Topic	Adele	Hello	ok	Y		1
Q7QiLceJSLQ	WIZKID  - OJUELEGBA	StarBoy TV	Wizkid	Ojuelegba	ok	Y		1
Zkfqn0paOUU	Jadakiss, Styles P, and Sheek Louch perform "We Gonna Make It" at #VERZUZ | The LOX vs Dipset	VERZUZ	The Lox	We Gonna Make It	ok	Y		1
oqy2N1jM2tU	Maneater	Hall & Oates - Topic	Hall & Oates	Maneater	ok	Y		1
1lh6tzlLMkY	OneRepublic - Apologize (AOL Sessions)	OneRepublicVEVO	OneRepublic	Apologize	ok	Y		1
9JtlCuIqcrM	Heartbreaker (Remastered)	Pat Benatar - Topic	Pat Benatar	Heartbreaker	ok	Y		1
1-xGerv5FOk	Alan Walker - Alone	Alan Walker	Alan Walker	Alone	ok	Y		1
KM4Sm67GkFE	Things Can Only Get Better	Howard Jones - Topic	Howard Jones	Things Can Only Get Better	ok	Y		1
92cwKCU8Z5c	ABBA - The Winner Takes It All	AbbaVEVO	ABBA	The Winner Takes It All	ok	Y		1
NmEyGiaqm7k	Player - Baby Come Back	PlayerVEVO	Player	Baby Come Back	ok	Y		1
agVpq_XXRmU	Kasabian - Fire (Video)	KasabianVEVO	Kasabian	Fire	ok	Y		1
QwVjTlTdIDQ	Billy Joel - Piano Man (Official Audio)	billyjoelVEVO	Billy Joel	Piano Man	ok	Y		1
HZFdP5cEz74	There Is a Light That Never Goes Out (Take 1)	The Smiths - Topic	The Smiths	There Is a Light That Never Goes Out	ok	Y		1
PNahKarCrB8	UFO - Doctor Doctor	ConcertsOnVEVO	UFO	Doctor Doctor	ok	Y		2
IDCaDZc1IEc	Ride Like the Wind	CHRISTOPHER CROSS - Topic	Christopher Cross	Ride Like the Wind	ok	Y		1
xIj0md1floA	Selena Gomez - Lose You To Love Me (Official Lyrics)	SelenaGomezVEVO	Selena Gomez	Lose You to Love Me	ok	Y		1
UwhLqAoqj3I	Since You Been Gone	Rainbow - Topic	Rainbow	Since You Been Gone	ok	Y		1
49FB9hhoO6c	Where Is My Mind?	Pixies - Topic	The Pixies	Where Is My Mind?	ok	Y		1
ENXvZ9YRjbo	Weezer - Say It Ain't So (Version 3)	WeezerVEVO	Weezer	Say It Ain't So	ok	Y		1
nR5l-1lmkkI	Marshmello - Alone (Lyrics)	7clouds	Marshmello	Alone	ok	Y		1
QSvkfy3ddrk	Placebo - Every You, Every Me	Generation Strange 107.9fm	Placebo	Every You Every Me	ok	Y		1
IC9CZyHLn3M	Dinosaur Jr. - Feel the Pain	Emmet	Dinosaur Jr.	Feel the Pain	ok	Y		1
rPQwr3rtBQQ	Change (In the House of Flies)	Deftones - Topic	Deftones	Change (In the House of Flies)	ok	Y		2
p32b5nNq1zw	Iron Maiden - Fear of The Dark (HQ)	Adrian Aragon	Iron Maiden	Fear of the Dark	ok	Y		2
kffacxfA7G4	Justin Bieber - Baby ft. Ludacris	JustinBieberVEVO	Justin Bieber	Baby	ok	Y		1
cj56b8Ucjaw	Greta Van Fleet - Highway Tune (Audio)	GretaVanFleetVEVO	Greta Van Fleet	Highway Tune	ok	Y		1
O3dWBLoU--E	Hole - Celebrity Skin (Video)	HoleVEVO	Hole	Celebrity Skin	ok	Y		1
XTM_Of2bFLs	Alice In Chains - Would?	RockHype	Alice in Chains	Would?	ok	Y		1
8lSB4NT5JVA	David Guetta - Memories	300g Kochsalz	David Guetta	Memories	ok	Y		1
LnKUD_OztRE	Tame Impala - Elephant	tameimpalaVEVO	Tame Impala	Elephant	ok	Y		1
RrU2DThhsZI	Cassius - Feeling For You (Official Video)	CassiusVEVO	Cassius	Feeling for You	ok	Y		2
Qzxo6AnNQ-o	Regard - Ride It	MrRevillz	Regard	Ride It	ok	Y		1
jVrB_vfS3AQ	Martin Garrix | Like Mike | Dimitri Vegas - Tremor [HQ]	Dj Aviba Official	Dimitri Vegas & Like Mike	Tremor	ok	Y		1
Ybo4QvKVHoE	Calvin Harris, Rihanna - This Is What You Came For (Audio Clip)	CalvinHarrisVEVO	Calvin Harris	This Is What You Came For	ok	Y		1
JSe4eTfKBFk	Netsky - Rio	DJ Bakuz	Netsky	Rio	ok	Y		1
ZFGpnVxyUPE	Don Diablo - On My Mind	Select Radio	Don Diablo	On My Mind	ok	Y		1
idw04ZRS0k8	Marshmello - FRIENDS (Cartoon Version)ft. Anne-Marie | Lyrics |Mr. Peabody And Sherman| by Music Box	MusicBoxVEVO	Marshmello	Friends	ok	Y		1
XNlVTW7-U3k	Breakbot - Baby I'm Yours (1 Hour)	1 Hour Music	Breakbot	Baby I'm Yours	ok	Y		2
JHNyuVA_0uc	Bonobo - Kerala	Вася Кєдов нвм	Bonobo	Kerala	ok	Y		1
AMIB327eJP0	Feel the Love (feat. John Newman)	Rudimental - Topic	Rudimental	Feel the Love	ok	Y		1
nwqnBY7fyYE	ACRAZE - Do It To It	House Nation	Acraze	Do It to It	ok	Y		3
HdzI-191xhU	ODESZA - Say My Name (feat. Zyra) - Lyric Video	ODESZA	Odesza	Say My Name	ok	Y		1
pCtK6FPZtZk	Stay	Zedd - Topic	Zedd	Stay	ok	Y		1
W10Vof1acps	RÜFÜS DU SOL - Innerbloom	Foreign Family Collective	Rüfüs Du Sol	Innerbloom	ok	Y		1
YbrjsjEaOVg	Renaud - Dès que le vent soufflera	RenaudVEVO	Renaud	Dès que le vent soufflera	ok	Y		1
KNfjpmvbQG0	Little Fluffy Clouds	The Orb - Topic	The Orb	Little Fluffy Clouds	ok	Y		1
vnAiV64xNu0	Kraftwerk: The Model	Kraftwerk CZ	Kraftwerk	The Model	ok	Y		1
bV-hSgL1R74	Orbital - Halcyon On and On	RoundxSeal	Orbital	Halcyon and on and on	ok	Y		1
hbe3CQamF8k	Massive Attack - Angel	MassiveAttackVEVO	Massive Attack	Angel	ok	Y		1
kSIMVnPA994	Jean-Michel Jarre - Oxygene, Pt. 4	JeanMichelJarreVEVO	Jean-Michel Jarre	Oxygène, Pt. IV	ok	Y		1
LOLE1YE_oFQ	Frankie Knuckles - Your Love	Backintday 	Frankie Knuckles	Your Love	ok	Y		1
xYs2Xz_NpI8	Contradiction	Amelie Lens - Topic	Amelie Lens	Contradiction	ok	Y		1
EFgGFCMLkjk	Julien Clerc - Femmes... Je vous aime (Clip officiel)	Julien Clerc Officiel	Julien Clerc	Femmes... je vous aime	ok	Y		1
FiYH00AmeZY	Stephan Bodzin - Singularity	Ossicle	Stephan Bodzin	Singularity	ok	Y		1
HUoJuC_diC0	Charles Aznavour - Emmenez-moi	Val Valérie !	Charles Aznavour	Emmenez-moi	ok	Y		2
niyGWxVE-e4	Louane - Avenir (Clip officiel)	LouaneOfficielVEVO	Louane	Avenir	ok	Y		1
LDkmaNfBOtU	Leftfield - Phat Planet (Audio)	LeftfieldVEVO	Leftfield	Phat Planet	ok	Y		1
gChOifUJZMc	Kraftwerk- Autobahn	The Waning Hour	Kraftwerk	Autobahn	ok	Y		2
Y1TUS-yz5Yw	Tetris Theme (Korobeiniki) | WDR Funkhausorchester	ARD Klassik	Tetris	Theme A (Korobeiniki)	ok	Y		1
fWOQi77JCkg	Cécile Ma Fille	Claude Nougaro - Topic	Claude Nougaro	Cécile, ma fille	ok	Y		2
U-fU_V7Boic	Cœur De Pirate - Comme Des Enfants	CoeurDePirateVEVO	Cœur de Pirate	Comme des enfants	ok	Y		2
H77fRz1rybs	James Brown - It's A Man's Man's Man's World	JamesBrownVevo	James Brown	It's a Man's Man's Man's World	ok	Y		1
Vav-2sgJ4MI	Jean-Jacques Goldman - Il suffira d'un signe (Clip officiel)	JeanJGoldmanVEVO	Jean-Jacques Goldman	Il suffira d'un signe	ok	Y		1
XhHjpfU99Bw	Dis, quand reviendras-tu?	Barbara - Topic	Barbara	Dis, quand reviendras-tu ?	ok	Y		2
CHmVsDBXqKY	Charles Trenet - Douce france	Charles Trenet	Charles Trenet	Douce France	ok	Y		2
LYAvhujK4nA	Dalida, Alain Delon - Paroles, paroles	DalidaVEVO	Dalida	Paroles, paroles	ok	Y		2
tRFUiuXK5Hk	Hélène Ségara - Il y a trop de gens qui t’aiment	HeleneSegaraVEVO	Hélène Ségara	Il y a trop de gens qui t'aiment	ok	Y		1
HTqGIKiLBhc	[You Make Me Feel Like] A Natural Woman	Aretha Franklin - Topic	Aretha Franklin	(You Make Me Feel Like) A Natural Woman	ok	Y		1
oE56g61mW44	Isn't She Lovely	Stevie Wonder - Topic	Stevie Wonder	Isn't She Lovely	ok	Y		1
VzlLi5jX_C4	(What A) Wonderful World	Sam Cooke - Topic	Sam Cooke	Wonderful World	ok	Y		1
1oZ6Z9xRxo8	A Change Is Gonna Come	Sam Cooke - Topic	Sam Cooke	A Change Is Gonna Come	ok	Y		1
16u6w0cjjrU	Wilson Pickett - Mustang Sally	vjwalleum	Wilson Pickett	Mustang Sally	ok	Y		1
WHSLxOyxeJk	I Can't Help Myself (Sugar Pie, Honey Bunch)	Four Tops - Topic	The Four Tops	I Can't Help Myself (Sugar Pie Honey Bunch)	ok	Y		1
Gciy9oG5678	Proud Mary	Tina Turner - Topic	Tina Turner	Proud Mary	ok	Y		2
QAIZ75O2Zzs	Que serais-je sans toi	Jean Ferrat - Topic	Jean Ferrat	Que serais-je sans toi	ok	Y		2
71l85z2bXAs	Papa Was A Rollin' Stone	The Temptations - Topic	The Temptations	Papa Was a Rollin' Stone	ok	Y		1
Pf_si60K9nM	The Isley Brothers - Between the Sheets (Official Audio)	TheIsleyBrothersVEVO	The Isley Brothers	Between the Sheets	ok	Y		1
lvIML3brZPA	Isaac Hayes - Theme From Shaft	Stax Records	Isaac Hayes	Theme from Shaft	ok	Y		1
f2dwSG1x984	You're the First, the Last, my Everything	Barry White - Topic	Barry White	You're the First, the Last, My Everything	ok	Y		2
fY5-q18JbsU	Smokey Robinson & The Miracles - The Tracks Of My Tears (Audio / Extended Stereo Mix 2005)	SmokeyRobinsonVEVO	Smokey Robinson & The Miracles	The Tracks of My Tears	ok	Y		1
mzyZ18ukbOg	Back Stabbers	The O'Jays - Topic	The O'Jays	Back Stabbers	ok	Y		1
muLcm3_JSR4	Superfly	Curtis Mayfield - Topic	Curtis Mayfield	Superfly	ok	Y		1
fPMoLEjM_K4	Can't Get Enough Of Your Love, Babe	Barry White - Topic	Barry White	Can't Get Enough of Your Love, Babe	ok	Y		1
6Z66wVo7uNw	Curtis Mayfield - Move On Up	awe	Curtis Mayfield	Move On Up	ok	Y		2
ovoBi3pXD_A	The Supremes - You Can't Hurry Love (Lyric Video)	TheSupremesVEVO	The Supremes	You Can't Hurry Love	ok	Y		1
WSwg59g84Rw	Harold Melvin & The Blue Notes - If You Don't Know Me by Now (Official Audio) ft. Teddy Pendergrass	HaroldMelvinVEVO	Harold Melvin & the Blue Notes	If You Don't Know Me by Now	ok	Y		1
Nu5hiRvvMj8	I'll Be Around	The Spinners - Topic	Spinners	I'll Be Around	ok	Y		1
6JElrEbAcwY	Hold On, I'm Coming	Sam & Dave - Topic	Sam & Dave	Hold On, I'm Comin'	ok	Y		1
pNj9bXKGOiI	Luther Vandross - Never Too Much (Official HD Video)	LutherVandrossVEVO	Luther Vandross	Never Too Much	ok	Y		1
5vl6hspNb4o	I Say a Little Prayer	Aretha Franklin - Topic	Aretha Franklin	I Say a Little Prayer	ok	Y		1
ZFKF0Z8OXUU	The Stylistics - You Make Me Feel Brand New	The Stylistics	The Stylistics	You Make Me Feel Brand New	ok	Y		1
Bcus42ihkTI	I'd Rather Go Blind	Etta James - Topic	Etta James	I'd Rather Go Blind	ok	Y		1
4wZ3ZG_Wams	Stevie Wonder - Higher Ground	johnniewalker23	Stevie Wonder	Higher Ground	ok	Y		1
1a6sqKfrSMw	Tired of Being Alone	Al Green - Topic	Al Green	Tired of Being Alone	ok	Y		1
Nu95a_RiH54	Living For The City	Stevie Wonder - Topic	Stevie Wonder	Living for the City	ok	Y		1
OIqAcijqWOg	The Delfonics - La-La Means I Love You (Audio)	TheDelfonicsVEVO	The Delfonics	La-La (Means I Love You)	ok	Y		1
hY50eTk353A	I Believe I Can Fly (Radio Edit)	R. Kelly - Topic	R. Kelly	I Believe I Can Fly	ok	Y		1
0tSpZnVnSLQ	Hey There Lonely Girl	Eddie Holman - Topic	Eddie Holman	Hey There Lonely Girl	ok	Y		1
JW6rJBOaMA8	The Dramatics - In The Rain	VJ CCC / 80 Alternativo	The Dramatics	In the Rain	ok	Y		1
CBPFDUFh4lI	Thin Line Between Love and Hate	The Persuaders - Topic	The Persuaders	Thin Line Between Love and Hate	ok	Y		1
sURek0ZaupE	Ligabue - Certe notti (Official Video)	Ligabue	Ligabue	Certe notti	ok	Y		1
n0_RGIcIfZ4	Down Home Blues	Z.Z. Hill - Topic	Z.Z. Hill	Down Home Blues	ok	Y		1
uZXNg4Z72f0	Is It Because I'm Black	Syl Johnson - Topic	Syl Johnson	Is It Because I'm Black	ok	Y		1
zinybog-kvk	Untitled (How Does It Feel)	D'Angelo - Topic	D'Angelo	Untitled (How Does It Feel)	ok	Y		1
0habxsuXW4g	Mariah Carey - We Belong Together (Official Music Video)	MariahCareyVEVO	Mariah Carey	We Belong Together	ok	Y		1
ce_DFjJMG04	Across 110th Street	Bobby Womack - Topic	Bobby Womack	Across 110th Street	ok	Y		1
B0q8CscH4J4	Only The Strong Survive	Jerry Butler - Topic	Jerry Butler	Only the Strong Survive	ok	Y		1
8ciOoULvbZc	Try Again	Aaliyah - Topic	Aaliyah	Try Again	ok	Y		1
DRUh16OohJA	I' Ve Been Loving You Too Long	Otis Redding - Topic	Otis Redding	I've Been Loving You Too Long	ok	Y		1
cbuCt5wJ8-U	Natural High	BLOODSTONE - Topic	Bloodstone	Natural High	ok	Y		1
2LvT-C3ZVa4	Let's Straighten It Out	Benny Latimore - Topic	Latimore	Let's Straighten It Out	ok	Y		1
W5WTjqZuL_c	Frankie Beverly And Maze - Before I Let Go	aft3rTh0ught	Frankie Beverly & Maze	Before I Let Go	ok	Y		1
lSobz_bHFl0	Alexander O'Neal - Fake	Alexander O'Neal Official	Alexander O'Neal	Fake	ok	Y		1
KhaUnHJjS8A	Lovin' You	Minnie Riperton - Topic	Minnie Riperton	Lovin' You	ok	Y		1
HxZ83WxhMnU	The Stylistics - Betcha By Golly, Wow	The Stylistics	The Stylistics	Betcha by Golly, Wow	ok	Y		1
QFmPK3JrI5A	(Every Time I Turn Around) Back In Love Again	L.T.D. - Topic	L.T.D.	(Every Time I Turn Around) Back in Love Again	ok	Y		1
EyjsGpb9H-4	The Spinners - Mighty Love	BakNDaDay	The Spinners	Mighty Love	ok	Y		1
oqazrx8cUjk	There'll Never Be	switch - Topic	Switch	There'll Never Be	ok	Y		1
OlLrn6AVV2s	Deniece Williams - Free (Audio)	DenieceWilliamsVEVO	Deniece Williams	Free	ok	Y		1
ydOCQIwdvkI	Roberta Flack & Donny Hathaway - Where Is The Love	Tito Sakuraba	Roberta Flack & Donny Hathaway	Where Is the Love	ok	Y		1
wKTbcoLs5yk	Eddie Kendricks - Keep On Truckin	fab70smusic	Eddie Kendricks	Keep On Truckin'	ok	Y		1
BlKRx-haXsc	And the Beat Goes On	The Whispers - Topic	The Whispers	And the Beat Goes On	ok	Y		1
NZZVCED3gxQ	You Know How to Love Me	Phyllis Hyman - Topic	Phyllis Hyman	You Know How to Love Me	ok	Y		1
8D4hcrkI2xU	Earth, Wind & Fire - Let's Groove (Official Audio)	EarthWindandFireVEVO	Earth, Wind & Fire	Let's Groove	ok	Y		1
5SrQ9graFWQ	Get Up I Feel Like Being A Sex Machine	James Brown - Topic	James Brown	Get Up (I Feel Like Being a) Sex Machine	ok	Y		1
QGKiC2suCHQ	Jungle Boogie	Kool & The Gang - Topic	Kool & the Gang	Jungle Boogie	ok	Y		1
xag5RKD0VHk	Sly & The Family Stone - Family Affair (Official Audio)	SlyATFamilyStoneVEVO	Sly & the Family Stone	Family Affair	ok	Y		1
-T9vmaTI2LE	Sly & The Family Stone - Thank You (Falettinme Be Mice Elf Agin)	SlyATFamilyStoneVEVO	Sly & the Family Stone	Thank You (Falettinme Be Mice Elf Agin)	ok	Y		1
qaAChk9441Q	Bad Girls	Donna Summer - Topic	Donna Summer	Bad Girls	ok	Y		1
YgDPrhV8z5s	More Bounce to the Ounce	Zapp & Roger - Topic	Zapp	More Bounce to the Ounce	ok	Y		2
_5oGtAKebps	Love Rollercoaster	Ohio Players - Topic	Ohio Players	Love Rollercoaster	ok	Y		1
f9imDgsjxXc	Bruno Mars - 24K Magic (Audio)	Toontown Kales Songs🎼	Bruno Mars	24K Magic	ok	Y		1
17lkdqoLt44	The Gap Band - You Dropped A Bomb On Me (Official Music Video)	TheGapBandVEVO	The Gap Band	You Dropped a Bomb on Me	ok	Y		1
dL_om5U2iXM	Feel The Fire	Peabo Bryson - Topic	Peabo Bryson	Feel the Fire	ok	Y		1
1aA8Iw0CSdk	Clean up Woman	Betty Wright - Topic	Betty Wright	Clean Up Woman	ok	Y		1
S-fLcBT0hes	Phyllis Hyman - Living All Alone (Official Video)	PhyllisHymanVEVO	Phyllis Hyman	Living All Alone	ok	Y		1
Jn2PNlhvy8E	Sly & The Family Stone - Dance To The Music (Audio)	SlyATFamilyStoneVEVO	Sly & the Family Stone	Dance to the Music	ok	Y		1
lCemjTAw7i0	Dazz Band  Let It Whip	FunkCantDie	Dazz Band	Let It Whip	ok	Y		1
NkJgiDIfMfY	Con Funk Shun - Ffun	Life is Music	Con Funk Shun	Ffun	ok	Y		1
pR--nDR88b0	Rufus & Chaka Khan - Tell Me Something Good	SweetGeorgiaPeache	Rufus & Chaka Khan	Tell Me Something Good	ok	Y		1
AYb3C5MVycM	Chaka Khan - Ain't Nobody	Günter Bauer Spielbach	Chaka Khan	Ain't Nobody	ok	Y		2
_20BvG3H6DY	Funkadelic - (Not Just) Knee Deep	koollatter	Funkadelic	(Not Just) Knee Deep	ok	Y		1
-QvKIKufdP0	Double Exposure - Ten Percent	koollatter	Double Exposure	Ten Percent	ok	Y		1
Nd3yDoOyvbY	Cissy Strut	The Meters - Topic	The Meters	Cissy Strut	ok	Y		2
3s3pde8YY8M	She's Strange	Cameo - Topic	Cameo	She's Strange	ok	Y		1
UmIEaoeAA1Q	(Are You Ready) Do The Bus Stop / Suga	The Fatback Band - Topic	Fatback Band	(Are You Ready) Do the Bus Stop	ok	Y		1
FfJq82ONb0E	Bounce, Rock, Skate, Roll	Vaughan Mason & Crew - Topic	Vaughan Mason & Crew	Bounce, Rock, Skate, Roll	ok	Y		1
SuLnxjVo6bk	Cymande - Bra	Ewan Bruce	Cymande	Bra	ok	Y		2
tKQx6T-Ujzs	Yasunori Mitsuda - On the Beach of Dreams • Another World [Chrono Cross]	PPF	Yasunori Mitsuda	Chrono Cross Theme	ok	Y		1
8A7lBXCMIeU	Peso Pluma, Eslabon Armado - Ella Baila Sola	Rolitas Chingonas 	Peso Pluma & Eslabon Armado	Ella Baila Sola	ok	Y		2
5-eC_RS54Xg	France Joli - Come to Me	UnidiscMusic	France Joli	Come to Me	ok	Y		1
Is665CtmBUc	Graham Central Station  -  The Jam	AuntieSoul34	Graham Central Station	The Jam	ok	Y		1
pZLR0IEHwTg	Do Ya Wanna Get Funky with Me	Peter Brown - Topic	Peter Brown	Do Ya Wanna Get Funky with Me	ok	Y		1
siQ5bdxHGg0	Carlos Vives, Sebastián Yatra - Robarte un Beso (Audio)	TheStruckFernVEVO	Sebastián Yatra	Robarte un Beso	ok	Y		1
SWHSQ8e9FyY	Alejandro Sanz - Amiga Mia	Warner Music Spain	Alejandro Sanz	Amiga Mía	ok	Y		1
iEdC0McL29g	Can You Handle It?	Sharon Redd - Topic	Sharon Redd	Can You Handle It	ok	Y		1
glItxoL_o84	Do What You Wanna Do	T-Connection - Topic	T-Connection	Do What You Wanna Do	ok	Y		1
70WPqn_XDGM	Lovin' Is Really My Game	Brainstorm - Topic	Brainstorm	Lovin' Is Really My Game	ok	Y		1
f8A91DMBfbA	Dance (Disco Heat)	Sylvester - Topic	Sylvester	Dance (Disco Heat)	ok	Y		1
OJyRbq0CT_w	She's A Bad Mama Jama (She's Built, She's Stacked)	Carl Carlton - Topic	Carl Carlton	She's a Bad Mama Jama	ok	Y		1
pI3k_rfkL5A	Travesuras	Nicky Jam - Topic	Nicky Jam	Travesuras	ok	Y		1
ea2ik3onyg4	Mandrill - fencewalk	duAnrA	Mandrill	Fencewalk	ok	Y		2
5yaenWbMXTQ	José José - El triste	MARSANS STUDIO	José José	El Triste	ok	Y		1
CJ_zRSv3Hr8	Carlos Vives - Volví a Nacer	CarlosVivesVEVO	Carlos Vives	Volví a Nacer	ok	Y		1
xFutjZEBTXs	Enrique Iglesias - DUELE EL CORAZON ft. Wisin	EnriqueIglesiasVEVO	Enrique Iglesias	Duele el Corazón	ok	Y		1
knnLLx1PkWY	Jovanotti - Ragazzo Fortunato (Videoclip)	LorenzoJovanottiVEVO	Jovanotti	Ragazzo fortunato	ok	Y		1
R8AJpEas-ZM	Gilberto Santa Rosa - Conciencia (En Vivo)	gsantarosaVEVO	Gilberto Santa Rosa	Conciencia	ok	Y		1
iVAZezs0H9s	Vasco Rossi - Sally	VascoRossiVEVO	Vasco Rossi	Sally	ok	Y		1
rryDND06LHU	Los Tigres Del Norte - La Puerta Negra	LosTigresNorteVEVO	Los Tigres del Norte	La Puerta Negra	ok	Y		1
unRjK82bDLw	Marco Mengoni - L'essenziale (Videoclip)	MarcoMengoniVEVO	Marco Mengoni	L'essenziale	ok	Y		1
0f2OIs5cRWU	Grande, grande, grande (2001 Remaster)	Mina - Topic	Mina	Grande grande grande	ok	Y		1
BfP5ZvM0BGs	Andrés Calamaro - Flaca	LatinHype	Andrés Calamaro	Flaca	ok	Y		1
TEEu-Li7QIQ	EROS RAMAZZOTTI ADESSO TU	MINESTRONE	Eros Ramazzotti	Adesso tu	ok	Y		1
KPWvD5vbJ8I	Willie Colón & Ruben Blades - Plástico	Fania Records	Willie Colón & Rubén Blades	Plástico	ok	Y		1
eXkA1Cjr7cU	Babasónicos - Irresponsables (En Vivo)	BabasonicosVEVO	Babasónicos	Irresponsable	ok	Y		1
Mm3IgrVsu24	Charly García - Demoliendo Hoteles	CharlyGarciaVEVO	Charly García	Demoliendo Hoteles	ok	Y		1
I5cL3rpp4SU	Coez - La Musica Non C'è (Video Ufficiale)	CoezVEVO	Coez	La musica non c'è	ok	Y		1
1l9adCoGRRI	Impressioni di settembre	Premiata Forneria Marconi - Topic	Premiata Forneria Marconi	Impressioni di settembre	ok	Y		1
ySZBnMukO8g	Jean-Jacques Goldman - Comme toi (Clip officiel)	JeanJGoldmanVEVO	Georgio	Sapés comme jamais? no	ok	Y		2
2wLYJG9tN1g	LOMEPAL - Yeux Disent	Christophe AUDEBERT	Lomepal	Yeux disent	ok	Y		2
eNmoKIIwoWQ	Jacques Higelin - Pars	Chanson Française	Jacques Higelin	Pars	ok	Y		1
n4RjJKxsamQ	Scorpions - Wind Of Change (Official Music Video)	ScorpionsVEVO	Scorpions	Wind of Change	ok	Y		2
q8L5XatLa48	Vengo anch'io no tu no	Enzo Jannacci - Topic	Enzo Jannacci	Vengo anch'io. No, tu no	ok	Y		1
4iTIebAZO2Y	Sognando La California	Dik Dik - Topic	Dik Dik	Sognando la California	ok	Y		1
cFAtUbi7a8w	Madame - VOCE (Sanremo 2021)	MadameVEVO	Madame	Voce	ok	Y		1
Ck4geb5W-7I	Oxmo Puccino - Le jour où tu partiras	Oxmo Puccino	Oxmo Puccino	Le jour où tu partiras	ok	Y		2
MaIDRUp2Luo	Alain Bashung - Osez Joséphine	AlainBashungVEVO	Alain Bashung	Osez Joséphine	ok	Y		1
3Axg4TQo0C0	Bon Jovi - Always	RockHype	Bon Jovi	Always	ok	Y		2
RURlgsR15Rg	Diabolo menthe	Yves Simon - Topic	Yves Simon	Diabolo menthe	ok	Y		1
3sCquVKm5oA	Loredana Berté - E la luna busso	ForeverMusicJukebox	Loredana Bertè	E la luna bussò	ok	Y		1
qAjAdM25KHE	Gang Starr - Just To Get A Rep	GangStarrVEVO	Gang Starr	Just to Get a Rep	ok	Y		1
exPPF4yb0js	Black Sabbath - Children of the Grave	RHINO	Black Sabbath	Children of the Grave	ok	Y		1
jasIqn8IifQ	Calogero - En Apesanteur (Clip Officiel)	CalogeroVEVO	Calogero	En apesanteur	ok	Y		1
icd06TA9InY	Le telephone pleure	Claude François - Topic	Claude François	Le téléphone pleure	ok	Y		1
